Identifiant_de_l_etablissement,Etablissement,Libellé académie,Libellé département,Libellé commune,Secteur,Candidats au DNB Série générale,Note Brute Série générale Note ecrit
0711071D,COLLEGE JEAN MOULIN,DIJON,SAONE-ET-LOIRE,MARCIGNY,PU,66,"11,9"
0711135Y,COLLEGE ANTOINE DE SAINT-EXUPERY,DIJON,SAONE-ET-LOIRE,MONTCEAU LES MINES,PU,81,"10,1"
0711136Z,COLLEGE ROGER SEMET,DIJON,SAONE-ET-LOIRE,DIGOIN,PU,81,"11,2"
0711146K,COLLEGE BOIS DES DAMES,DIJON,SAONE-ET-LOIRE,SAINT GERMAIN DU BOIS,PU,75,"12,0"
0711252A,COLLEGE JORGE SEMPRUN,DIJON,SAONE-ET-LOIRE,GUEUGNON,PU,112,"12,3"
0711293V,COLLEGE LOUIS PASTEUR,DIJON,SAONE-ET-LOIRE,SAINT REMY,PU,141,"11,1"
0711294W,COLLEGE DU VALLON,DIJON,SAONE-ET-LOIRE,AUTUN,PU,104,"10,3"
0711296Y,COLLEGE NICOLAS COPERNIC,DIJON,SAONE-ET-LOIRE,SAINT VALLIER,PU,110,"10,9"
0711314T,COLLEGE PRIVE JEANNE D'ARC,DIJON,SAONE-ET-LOIRE,PARAY LE MONIAL,PR,89,"11,9"
0711321A,COLLEGE CONDORCET,DIJON,SAONE-ET-LOIRE,LA CHAPELLE DE GUINCHAY,PU,126,"11,0"
0711323C,COLLEGE LES EPONTOTS,DIJON,SAONE-ET-LOIRE,MONTCENIS,PU,61,"8,7"
0711324D,COLLEGE CENTRE,DIJON,SAONE-ET-LOIRE,LE CREUSOT,PU,90,"10,7"
0711348E,COLLEGE JEAN VILAR,DIJON,SAONE-ET-LOIRE,CHALON SUR SAONE,PU,157,"9,5"
0711350G,COLLEGE LA CHATAIGNERAIE,DIJON,SAONE-ET-LOIRE,AUTUN,PU,42,"9,8"
0711448N,COLLEGE CAMILLE CHEVALIER,DIJON,SAONE-ET-LOIRE,CHALON SUR SAONE,PU,163,"9,7"
0711449P,COLLEGE HENRI VINCENOT,DIJON,SAONE-ET-LOIRE,LOUHANS,PU,166,"9,9"
0711451S,COLLEGE OLIVIER DE LA MARCHE,DIJON,SAONE-ET-LOIRE,SAINT MARTIN EN BRESSE,PU,72,"11,5"
0711490J,COLLEGE VIVANT DENON,DIJON,SAONE-ET-LOIRE,SAINT MARCEL,PU,106,"11,3"
0711585M,COLLEGE LOUIS ARAGON,DIJON,SAONE-ET-LOIRE,CHATENOY LE ROYAL,PU,71,"10,8"
0711777W,COLLEGE PRIVE SAINT GILBERT,DIJON,SAONE-ET-LOIRE,MONTCEAU LES MINES,PR,103,"13,3"
0711925G,COLLEGE NOTRE DAME,DIJON,SAONE-ET-LOIRE,LOUHANS,PR,30,"11,2"
0720001K,COLLEGE JOHN KENNEDY,NANTES,SARTHE,ALLONNES,PU,84,"9,6"
0720002L,COLLEGE NORMANDIE-MAINE,NANTES,SARTHE,ANCINNES,PU,71,"12,0"
0720004N,COLLEGE RENE CASSIN,NANTES,SARTHE,BALLON ST MARS,PU,78,"9,7"
0720007S,COLLEGE GUILLAUME APOLLINAIRE,NANTES,SARTHE,BOULOIRE,PU,82,"9,8"
0720011W,COLLEGE PIERRE DE RONSARD,NANTES,SARTHE,LA CHARTRE SUR LE LOIR,PU,43,"11,2"
0720014Z,COLLEGE ANDRE PIOGER,NANTES,SARTHE,CONLIE,PU,80,"11,4"
0720015A,COLLEGE FRANCOIS GRUDE,NANTES,SARTHE,CONNERRE,PU,144,"10,7"
0720019E,COLLEGE LEO DELIBES,NANTES,SARTHE,FRESNAY SUR SARTHE,PU,52,"13,3"
0720023J,COLLEGE PETIT VERSAILLES,NANTES,SARTHE,LA FLECHE,PU,86,"12,3"
0720024K,COLLEGE BELLE-VUE,NANTES,SARTHE,LOUE,PU,129,"10,4"
0720038A,COLLEGE ROGER VERCEL,NANTES,SARTHE,LE MANS,PU,70,"11,3"
0720040C,COLLEGE AMBROISE PARE,NANTES,SARTHE,LE MANS,PU,107,"10,5"
0720043F,COLLEGE JEAN MOULIN,NANTES,SARTHE,MAROLLES LES BRAULTS,PU,33,"11,6"
0720046J,COLLEGE DES ALPES MANCELLES,NANTES,SARTHE,MOULINS LE CARBONNEL,PU,63,"11,9"
0720051P,COLLEGE JULES FERRY,NANTES,SARTHE,SAINT CALAIS,PU,31,"12,9"
0720053S,COLLEGE VERON DE FORBONNAIS,NANTES,SARTHE,SAINT COSME EN VAIRAIS,PU,44,"11,2"
0720058X,COLLEGE GABRIEL GOUSSAULT,NANTES,SARTHE,VIBRAYE,PU,68,"12,3"
0720062B,COLLEGE LE VIEUX CHENE,NANTES,SARTHE,LA FLECHE,PU,87,"10,8"
